candidate_position,candidate_token_id,candidate_token_text,current_anchors,example_id,information_gain,p_gt_gain,step
36,373, =,"[12, 38]",0,15.22417226806283,3.7908474942939847,3
37,101889, $<<,"[12, 38]",0,13.664157579652965,3.0016277714091757,3
39,9,*,"[12, 38]",0,6.282002931460738,1.6344073407024098,3
40,17,2,"[12, 38]",0,-2.1794822216033936,-0.7589446721638069,3
41,28,=,"[12, 38]",0,15.349134529940784,3.416150109529326,3
42,16,1,"[12, 38]",0,18.25024374574423,3.985515409098525,3
43,23,8,"[12, 38]",0,11.363918889313936,2.995349268108612,3
44,5284,>>,"[12, 38]",0,17.004050256684422,3.325843096431413,3
45,16,1,"[12, 38]",0,19.416184972971678,3.3817256421970114,3
46,23,8,"[12, 38]",0,19.136136987712234,3.524525599705157,3
47,1380, every,"[12, 38]",0,27.228748815134168,4.783661843910522,3
48,1813, day,"[12, 38]",0,26.466198040172458,4.942167018814189,3
49,482, at,"[12, 38]",0,19.795360956341028,4.3118297939797685,3
50,268, the,"[12, 38]",0,6.959152072668076,2.4560554967172266,3
51,36512, farmer,"[12, 38]",0,5.489078260958195,3.951645154316566,3
52,601,’s,"[12, 38]",0,5.418422281742096,0.15337004517982677,3
53,2201, market,"[12, 38]",0,-0.6397356316447258,3.040345105640654,3
54,13,.,"[12, 38]",0,-24.113365534693003,-3.229795219798916,3
56,2262,####,"[12, 38]",0,-42.920762702822685,-5.0433362523183405,3
58,16,1,"[12, 38]",0,-36.107331432402134,-6.481921766441019,3
59,23,8,"[12, 38]",0,-91.03919855505228,-18.678439275307028,3
0,117603,Janet,"[12, 38, 47]",0,0.9314736090600491,0.4159474572451245,4
1,31310, sells,"[12, 38, 47]",0,6.496080694603734,0.22280437449671808,4
3,16,1,"[12, 38, 47]",0,8.391108403913677,1.2944099544722576,4
4,21,6,"[12, 38, 47]",0,8.185793931566877,1.2417008954630546,4
5,537, -,"[12, 38, 47]",0,9.466569333919324,1.5978460889912185,4
7,18,3,"[12, 38, 47]",0,6.353449789341539,1.5296269773409676,4
8,537, -,"[12, 38, 47]",0,4.546210268512368,1.3598238501602964,4
10,19,4,"[12, 38, 47]",0,5.331449575256556,0.7500876182822367,4
11,373, =,"[12, 38, 47]",0,0.3836804013699293,-0.04737497401333712,4
13,16,1,"[12, 38, 47]",0,2.6172816877951846,0.1819106747685737,4
14,21,6,"[12, 38, 47]",0,3.087326126129483,0.33452028732256167,4
15,12,-,"[12, 38, 47]",0,1.7682740508171264,0.06622577400275986,4
16,18,3,"[12, 38, 47]",0,0.3489223692158703,-0.0836436748692222,4
17,12,-,"[12, 38, 47]",0,7.008586180978455,0.7966908775915726,4
18,19,4,"[12, 38, 47]",0,3.9864747335086577,0.02381130169624157,4
19,28,=,"[12, 38, 47]",0,4.646064420143375,0.5661145896099242,4
20,24,9,"[12, 38, 47]",0,3.4627271936042234,0.10546742077599447,4
21,5284,>>,"[12, 38, 47]",0,6.890214784420095,0.7587610220477927,4
22,24,9,"[12, 38, 47]",0,5.257016965770163,0.5322893998743439,4
23,39111, duck,"[12, 38, 47]",0,11.964879738981836,3.7169072325652905,4
24,16832, eggs,"[12, 38, 47]",0,8.446050288155675,2.8914388327075358,4
25,259, a,"[12, 38, 47]",0,6.701380115002394,2.962320813619044,4
26,1813, day,"[12, 38, 47]",0,10.204619193915278,3.22424812470058,4
27,13,.,"[12, 38, 47]",0,6.546266768593341,2.9851519339024435,4
29,6572,She,"[12, 38, 47]",0,9.53361279470846,2.9945732417534145,4
30,3524, makes,"[12, 38, 47]",0,6.695849797222763,1.1360106454535526,4
32,24,9,"[12, 38, 47]",0,5.771850977558643,1.1848721229122248,4
33,500, *,"[12, 38, 47]",0,8.46664523286745,1.325187304353335,4
35,17,2,"[12, 38, 47]",0,6.323917435947806,0.9207488396049257,4
36,373, =,"[12, 38, 47]",0,3.2055571917444468,0.7432024441199019,4
37,101889, $<<,"[12, 38, 47]",0,2.989264713600278,-0.0509878749373911,4
39,9,*,"[12, 38, 47]",0,4.790303998161107,0.7180203498058972,4
40,17,2,"[12, 38, 47]",0,3.274957566987723,0.41021080845030156,4
41,28,=,"[12, 38, 47]",0,-0.79912852589041,0.12837099858882084,4
42,16,1,"[12, 38, 47]",0,3.700193712953478,0.3035562539357102,4
43,23,8,"[12, 38, 47]",0,3.217305041849613,0.3511380333442844,4
44,5284,>>,"[12, 38, 47]",0,0.7720788507722318,-0.04606059944921981,4
45,16,1,"[12, 38, 47]",0,5.579773522214964,0.4525620346441883,4
46,23,8,"[12, 38, 47]",0,2.4355857708724216,0.11705050822240537,4
48,1813, day,"[12, 38, 47]",0,-0.20070443954318762,-0.014164833651307163,4
49,482, at,"[12, 38, 47]",0,0.18952235579490662,0.4683927501534981,4
50,268, the,"[12, 38, 47]",0,3.2021252857521176,0.39426761000481747,4
51,36512, farmer,"[12, 38, 47]",0,-5.372887261211872,1.4314111780183794,4
52,601,’s,"[12, 38, 47]",0,1.4439625442028046,-0.9406074066157544,4
53,2201, market,"[12, 38, 47]",0,-4.985049004666507,1.7280919252004878,4
54,13,.,"[12, 38, 47]",0,-0.25022839568555355,3.376509359622787,4
56,2262,####,"[12, 38, 47]",0,1.0220866166055202,4.3715487396618755,4
58,16,1,"[12, 38, 47]",0,-2.6317703258246183,-0.5214780795288334,4
59,23,8,"[12, 38, 47]",0,-5.646198898553848,1.2184040021966211,4
0,117603,Janet,"[12, 23, 38, 47]",0,1.257146122166887,0.42018010864967437,5
1,31310, sells,"[12, 23, 38, 47]",0,1.8861049307743087,0.10105165460799981,5
3,16,1,"[12, 23, 38, 47]",0,0.8756868465570733,0.10875070195675107,5
4,21,6,"[12, 23, 38, 47]",0,1.65973813898745,0.15376572905483954,5
5,537, -,"[12, 23, 38, 47]",0,1.9722014220897108,0.16381879310392833,5
7,18,3,"[12, 23, 38, 47]",0,2.014980974869104,0.47391583266266935,5
8,537, -,"[12, 23, 38, 47]",0,2.108041041297838,0.282204061260245,5
10,19,4,"[12, 23, 38, 47]",0,1.2881563461851329,0.20267196101031004,5
11,373, =,"[12, 23, 38, 47]",0,1.4995149727910757,0.3131241276187211,5
13,16,1,"[12, 23, 38, 47]",0,0.11712089832872152,-0.1428230127455663,5
14,21,6,"[12, 23, 38, 47]",0,-1.0042284768278478,-0.27445322083576684,5
15,12,-,"[12, 23, 38, 47]",0,-0.8783411293406971,-0.450424768476978,5
16,18,3,"[12, 23, 38, 47]",0,0.020846837520366535,-0.16603931784857195,5
17,12,-,"[12, 23, 38, 47]",0,0.7317980561219883,-0.010651380055151094,5
18,19,4,"[12, 23, 38, 47]",0,0.2797087309299968,-0.02296308715244777,5
19,28,=,"[12, 23, 38, 47]",0,-0.004561877456580987,-0.015596370087223477,5
20,24,9,"[12, 23, 38, 47]",0,0.48430121250567026,0.004376128339117713,5
21,5284,>>,"[12, 23, 38, 47]",0,0.3754303244058974,0.2085596619399439,5
22,24,9,"[12, 23, 38, 47]",0,0.04754418434458785,-0.061851936626567294,5
24,16832, eggs,"[12, 23, 38, 47]",0,1.7326045111985877,0.109336130359452,5
25,259, a,"[12, 23, 38, 47]",0,2.0973593798698857,0.6836101846083693,5
26,1813, day,"[12, 23, 38, 47]",0,4.832733845803887,0.8931095841494425,5
27,13,.,"[12, 23, 38, 47]",0,5.169553472427651,1.0479997598142745,5
29,6572,She,"[12, 23, 38, 47]",0,5.112786655663513,0.9218322955102849,5
30,3524, makes,"[12, 23, 38, 47]",0,4.4006122960709035,0.947215074599626,5
32,24,9,"[12, 23, 38, 47]",0,2.249361112364568,0.4195277195453855,5
33,500, *,"[12, 23, 38, 47]",0,4.8052665228024125,1.0253528056591676,5
35,17,2,"[12, 23, 38, 47]",0,1.5584865041309968,0.23086600417582304,5
36,373, =,"[12, 23, 38, 47]",0,0.8113866794155911,0.4231775957168793,5
37,101889, $<<,"[12, 23, 38, 47]",0,0.07445320347324014,-0.10413059086022258,5
39,9,*,"[12, 23, 38, 47]",0,-0.4427955460269004,0.3761849967636408,5
40,17,2,"[12, 23, 38, 47]",0,0.49573162582237273,0.060092194544495214,5
41,28,=,"[12, 23, 38, 47]",0,-0.32139661663677543,0.10744616657802908,5
42,16,1,"[12, 23, 38, 47]",0,1.4200694060418755,0.20561609503249656,5
43,23,8,"[12, 23, 38, 47]",0,1.2602171291073319,0.20774894552067735,5
44,5284,>>,"[12, 23, 38, 47]",0,-0.5355057573178783,0.07706495319666828,5
45,16,1,"[12, 23, 38, 47]",0,1.4066128979902714,0.1967794538236376,5
46,23,8,"[12, 23, 38, 47]",0,0.5916084389900789,0.20551260524416648,5
48,1813, day,"[12, 23, 38, 47]",0,-0.3543743185000494,0.1846938241121734,5
49,482, at,"[12, 23, 38, 47]",0,-0.16492315696086735,0.8536566989109815,5
50,268, the,"[12, 23, 38, 47]",0,2.6804709968855605,0.673341374485517,5
51,36512, farmer,"[12, 23, 38, 47]",0,-1.8475311551010236,1.4673295651059561,5
52,601,’s,"[12, 23, 38, 47]",0,7.944827102241106,-0.19834191601557905,5
53,2201, market,"[12, 23, 38, 47]",0,-1.3410920555470511,1.6646931149493867,5
54,13,.,"[12, 23, 38, 47]",0,-0.005813560565002263,2.7523294590841942,5
56,2262,####,"[12, 23, 38, 47]",0,6.839399004471488,4.857631203970868,5
58,16,1,"[12, 23, 38, 47]",0,-1.0279544974910095,-0.36670352740702583,5
59,23,8,"[12, 23, 38, 47]",0,-2.563948800205253,1.8295160739216954,5
0,117603,Janet,"[12, 23, 38, 47, 52]",0,-1.1204683755058795,2.3166846808489936,6
1,31310, sells,"[12, 23, 38, 47, 52]",0,1.754326836031396,1.1949742314463947,6
3,16,1,"[12, 23, 38, 47, 52]",0,1.3427513035130687,0.9785000366973691,6
4,21,6,"[12, 23, 38, 47, 52]",0,1.1467541131933103,1.2379066399626026,6
5,537, -,"[12, 23, 38, 47, 52]",0,4.052815790841123,0.35660688397911144,6
7,18,3,"[12, 23, 38, 47, 52]",0,4.080813079723157,0.6612379650614457,6
8,537, -,"[12, 23, 38, 47, 52]",0,4.275287011871114,0.6222404044492578,6
10,19,4,"[12, 23, 38, 47, 52]",0,-0.6326989373192191,0.0066047854561475106,6
11,373, =,"[12, 23, 38, 47, 52]",0,1.4913578605046496,0.2703952717529319,6
13,16,1,"[12, 23, 38, 47, 52]",0,0.9501351293292828,0.03189654310699552,6
14,21,6,"[12, 23, 38, 47, 52]",0,-1.0616141956415959,-0.24243500318698352,6
15,12,-,"[12, 23, 38, 47, 52]",0,-1.4552413664205233,-0.3186782292286807,6
16,18,3,"[12, 23, 38, 47, 52]",0,-2.1829375554516446,0.8784559620507935,6
17,12,-,"[12, 23, 38, 47, 52]",0,0.028709329078992596,0.16075082753013703,6
18,19,4,"[12, 23, 38, 47, 52]",0,-1.5916979243047535,0.7181396923551802,6
19,28,=,"[12, 23, 38, 47, 52]",0,1.2357631526047044,0.4983502640061488,6
20,24,9,"[12, 23, 38, 47, 52]",0,1.5638154031476006,0.12988911899810773,6
21,5284,>>,"[12, 23, 38, 47, 52]",0,1.9008141712693032,0.5632749955548206,6
22,24,9,"[12, 23, 38, 47, 52]",0,-0.41269469395047054,0.22657709662962588,6
24,16832, eggs,"[12, 23, 38, 47, 52]",0,0.3916311524808407,-0.02318139606359182,6
25,259, a,"[12, 23, 38, 47, 52]",0,1.339495601831004,1.8791228951049561,6
26,1813, day,"[12, 23, 38, 47, 52]",0,1.7022547054803,1.596204982506606,6
27,13,.,"[12, 23, 38, 47, 52]",0,3.882988912751898,1.0345035915597691,6
29,6572,She,"[12, 23, 38, 47, 52]",0,6.899077916168608,0.5994979917418277,6
30,3524, makes,"[12, 23, 38, 47, 52]",0,4.8922090427950025,1.1004578105967084,6
32,24,9,"[12, 23, 38, 47, 52]",0,4.5170739844907075,0.3857126218426856,6
33,500, *,"[12, 23, 38, 47, 52]",0,6.732472308911383,1.7689932352113829,6
35,17,2,"[12, 23, 38, 47, 52]",0,0.475743597606197,1.304480222210259,6
36,373, =,"[12, 23, 38, 47, 52]",0,0.6580504230223596,0.992935220408981,6
37,101889, $<<,"[12, 23, 38, 47, 52]",0,0.12672256922814995,0.8004267093492672,6
39,9,*,"[12, 23, 38, 47, 52]",0,-0.7448095297440886,1.4805501793871372,6
40,17,2,"[12, 23, 38, 47, 52]",0,0.11898861872032285,0.8960795391831198,6
41,28,=,"[12, 23, 38, 47, 52]",0,-1.5777460946701467,1.2681453840887116,6
42,16,1,"[12, 23, 38, 47, 52]",0,1.0339719757903367,0.0436314639819102,6
43,23,8,"[12, 23, 38, 47, 52]",0,-1.8906399378320202,1.0558202081224408,6
44,5284,>>,"[12, 23, 38, 47, 52]",0,-1.4440272254869342,1.144491988037771,6
45,16,1,"[12, 23, 38, 47, 52]",0,2.716747311700601,0.2910030555940466,6
46,23,8,"[12, 23, 38, 47, 52]",0,0.47820497781503946,0.6882276152296072,6
48,1813, day,"[12, 23, 38, 47, 52]",0,-0.5942576555535197,0.020118351279961644,6
49,482, at,"[12, 23, 38, 47, 52]",0,-12.067386026494205,2.10896988155946,6
50,268, the,"[12, 23, 38, 47, 52]",0,-12.092910658568144,2.379200332226901,6
51,36512, farmer,"[12, 23, 38, 47, 52]",0,-10.755107519682497,2.2760343736845243,6
53,2201, market,"[12, 23, 38, 47, 52]",0,-9.933119003195316,2.319995235080569,6
54,13,.,"[12, 23, 38, 47, 52]",0,-11.532179300207645,3.4406910024226818,6
56,2262,####,"[12, 23, 38, 47, 52]",0,-4.633669316768646,5.177470870596153,6
58,16,1,"[12, 23, 38, 47, 52]",0,-9.385768044739962,-0.19987149582084385,6
59,23,8,"[12, 23, 38, 47, 52]",0,-8.103487511631101,4.270161480140814,6
0,117603,Janet,"[12, 23, 29, 38, 47, 52]",0,-0.4339159511728212,0.34043858293898666,7
1,31310, sells,"[12, 23, 29, 38, 47, 52]",0,0.7516595569541096,0.3876953691419658,7
3,16,1,"[12, 23, 29, 38, 47, 52]",0,0.30228669740608893,0.21349603958333319,7
4,21,6,"[12, 23, 29, 38, 47, 52]",0,0.03496012087271083,0.15579347074276484,7
5,537, -,"[12, 23, 29, 38, 47, 52]",0,0.7219514422031352,0.09743650841119234,7
7,18,3,"[12, 23, 29, 38, 47, 52]",0,0.7004088447574759,0.3358992420726281,7
8,537, -,"[12, 23, 29, 38, 47, 52]",0,0.9516837999326526,0.3794053424030608,7
10,19,4,"[12, 23, 29, 38, 47, 52]",0,-0.8041243589977967,-0.011069426087942702,7
11,373, =,"[12, 23, 29, 38, 47, 52]",0,-0.5269405871804338,0.23995024996611392,7
13,16,1,"[12, 23, 29, 38, 47, 52]",0,-0.7782349573535612,-0.07394226175483709,7
14,21,6,"[12, 23, 29, 38, 47, 52]",0,-1.8480916418193374,-0.17747982555329145,7
15,12,-,"[12, 23, 29, 38, 47, 52]",0,-0.8913894693614566,-0.1288732827365493,7
16,18,3,"[12, 23, 29, 38, 47, 52]",0,-0.0895077254390344,0.04969207573003587,7
17,12,-,"[12, 23, 29, 38, 47, 52]",0,-0.3010848127887584,0.42936053855987666,7
18,19,4,"[12, 23, 29, 38, 47, 52]",0,-0.9403085543744965,0.11335468891411438,7
19,28,=,"[12, 23, 29, 38, 47, 52]",0,-0.5095305730310429,0.30308907553398967,7
20,24,9,"[12, 23, 29, 38, 47, 52]",0,0.4036095687915804,0.26765732829380795,7
21,5284,>>,"[12, 23, 29, 38, 47, 52]",0,-2.146940851365798,0.5778541561007842,7
22,24,9,"[12, 23, 29, 38, 47, 52]",0,-1.2450141844674363,0.47670077159091306,7
24,16832, eggs,"[12, 23, 29, 38, 47, 52]",0,-1.131873781516333,0.605587952773476,7
25,259, a,"[12, 23, 29, 38, 47, 52]",0,-0.6042987689070287,0.2057816103138066,7
26,1813, day,"[12, 23, 29, 38, 47, 52]",0,-1.7023101773229428,0.3673108496873283,7
27,13,.,"[12, 23, 29, 38, 47, 52]",0,0.625748211001337,0.14496080791150234,7
30,3524, makes,"[12, 23, 29, 38, 47, 52]",0,0.5084944709233241,-0.005426907644960011,7
32,24,9,"[12, 23, 29, 38, 47, 52]",0,2.1641526067323866,0.6944840221215145,7
33,500, *,"[12, 23, 29, 38, 47, 52]",0,3.1759068291648873,0.8813543228193339,7
35,17,2,"[12, 23, 29, 38, 47, 52]",0,1.7015738972113468,0.7076792282082351,7
36,373, =,"[12, 23, 29, 38, 47, 52]",0,1.1908156468271045,0.5553316069558605,7
37,101889, $<<,"[12, 23, 29, 38, 47, 52]",0,-0.7508625557311461,0.48028267443578443,7
39,9,*,"[12, 23, 29, 38, 47, 52]",0,0.5303038619313156,0.5822398919308398,7
40,17,2,"[12, 23, 29, 38, 47, 52]",0,0.16587321605766192,0.5016076766030437,7
41,28,=,"[12, 23, 29, 38, 47, 52]",0,-1.6247645039911731,0.6392301774612861,7
42,16,1,"[12, 23, 29, 38, 47, 52]",0,-1.4826994120958261,0.61691590704595,7
43,23,8,"[12, 23, 29, 38, 47, 52]",0,-1.787569203414023,0.5693275301342737,7
44,5284,>>,"[12, 23, 29, 38, 47, 52]",0,-2.8029399958031718,0.9750334570758241,7
45,16,1,"[12, 23, 29, 38, 47, 52]",0,1.0187527537636925,0.44807436295059233,7
46,23,8,"[12, 23, 29, 38, 47, 52]",0,-0.19080151298840065,0.325046838270282,7
48,1813, day,"[12, 23, 29, 38, 47, 52]",0,0.05318668497784529,0.10174778016653363,7
49,482, at,"[12, 23, 29, 38, 47, 52]",0,-7.428731311694719,3.6283969873616115,7
50,268, the,"[12, 23, 29, 38, 47, 52]",0,-8.179649895406328,3.6961852898816687,7
51,36512, farmer,"[12, 23, 29, 38, 47, 52]",0,-7.665527964825742,3.7755591344898676,7
53,2201, market,"[12, 23, 29, 38, 47, 52]",0,-6.984293811139651,3.528180808788875,7
54,13,.,"[12, 23, 29, 38, 47, 52]",0,-7.0037015557754785,4.69057730515442,7
56,2262,####,"[12, 23, 29, 38, 47, 52]",0,-0.7787016371148638,6.3333641026397345,7
58,16,1,"[12, 23, 29, 38, 47, 52]",0,-6.815570582431974,-0.032516382547782996,7
59,23,8,"[12, 23, 29, 38, 47, 52]",0,-4.009962904747226,6.760266574972775,7
0,117603,Janet,"[12, 23, 29, 33, 38, 47, 52]",0,0.15350365619087825,0.17249190274509374,8
1,31310, sells,"[12, 23, 29, 33, 38, 47, 52]",0,0.2543846107801073,-0.10644815788884898,8
3,16,1,"[12, 23, 29, 33, 38, 47, 52]",0,-0.17245999387523625,0.16054723904244383,8
4,21,6,"[12, 23, 29, 33, 38, 47, 52]",0,-0.2730059692003124,0.1391473733276598,8
5,537, -,"[12, 23, 29, 33, 38, 47, 52]",0,-0.4248871645431791,-0.1105066518143758,8
7,18,3,"[12, 23, 29, 33, 38, 47, 52]",0,-0.9452457817496907,0.1911314372941888,8
8,537, -,"[12, 23, 29, 33, 38, 47, 52]",0,-0.22179360377049306,0.13034777611210302,8
10,19,4,"[12, 23, 29, 33, 38, 47, 52]",0,-1.2601422299994738,0.07237661971885245,8
11,373, =,"[12, 23, 29, 33, 38, 47, 52]",0,-0.7595992613896669,-0.027320252140953016,8
13,16,1,"[12, 23, 29, 33, 38, 47, 52]",0,-1.120693063843646,-0.23602651929240892,8
14,21,6,"[12, 23, 29, 33, 38, 47, 52]",0,-1.1193124105848256,-0.19045843021683595,8
15,12,-,"[12, 23, 29, 33, 38, 47, 52]",0,-1.1335849209935986,-0.20207885064746733,8
16,18,3,"[12, 23, 29, 33, 38, 47, 52]",0,-0.5623844504771114,-0.21023838625569624,8
